Inventory ID,Description,Item Group
TC 70S-3 224,ER70S-3 .052 X 44 LB SPOOL,
TC 70S-3 224,ER70S-3 .052 X 44 LB SPOOL,
TC 70S-3 225,ER70S-3 .052 X 60 LB COIL,
TC 70S-3 225,ER70S-3 .052 X 60 LB COIL,
TC 70S-3 225,ER70S-3 .052 X 60 LB COIL,
TC 70S-4 10,ER70S-4 .035 X 44 LB SPOOL,
TC 70S-4 10,ER70S-4 .035 X 44 LB SPOOL,
TC 70S-4 10,ER70S-4 .035 X 44 LB SPOOL,
TC 70S-4 17,ER70S-4 .045 X 25 LB SPOOL,
TC 70S-4 17,ER70S-4 .045 X 25 LB SPOOL,
TC 70S-4 223,ER70S-4 .045 X 550 LB DRUM,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 01,ER70S-6 .023 X 2 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02,ER70S-6 .023 X 11 LB SPOOL,
TC 70S-6 02N,ER70S-6 .023 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 02N,ER70S-6 .023 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 033,ER70S-6 .023 X 33 LB SPOOL,
TC 70S-6 03B,ER70S-6 .023 X 30 LB SPOOL (COPPERLESS),
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 04,ER70S-6 .030 X 2 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05,ER70S-6 .030 X 11 LB SPOOL,
TC 70S-6 05N,ER70S-6 .030 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 05N,ER70S-6 .030 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 063,ER70S-6 .030 X 33 LB SPOOL,
TC 70S-6 064,ER70S-6 .030 X 550 LB PAIL PACK,
TC 70S-6 064,ER70S-6 .030 X 550 LB PAIL PACK,
TC 70S-6 064,ER70S-6 .030 X 550 LB PAIL PACK,
TC 70S-6 064,ER70S-6 .030 X 550 LB PAIL PACK,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 07,ER70S-6 .035 X 2 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08,ER70S-6 .035 X 11 LB SPOOL,
TC 70S-6 08B,ER70S-6 .035 X 11 LB SPOOL (NON COPPER-COATED),
TC 70S-6 08B,ER70S-6 .035 X 11 LB SPOOL (NON COPPER-COATED),
TC 70S-6 08B,ER70S-6 .035 X 11 LB SPOOL (NON COPPER-COATED),
TC 70S-6 08N,ER70S-6 .035 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 08N,ER70S-6 .035 X 11 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 093B,ER70S-6 .035 X 33 LB (NON-COPPER COATED),
TC 70S-6 093B,ER70S-6 .035 X 33 LB (NON-COPPER COATED),
TC 70S-6 093B,ER70S-6 .035 X 33 LB (NON-COPPER COATED),
TC 70S-6 093B,ER70S-6 .035 X 33 LB (NON-COPPER COATED),
TC 70S-6 093B,ER70S-6 .035 X 33 LB (NON-COPPER COATED),
TC 70S-6 093W,ER70S-6 .035 X 33 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093W,ER70S-6 .035 X 33 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093W,ER70S-6 .035 X 33 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093W,ER70S-6 .035 X 33 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093W,ER70S-6 .035 X 33 LB SPOOL (NEUTRAL PACK),
TC 70S-6 093WB,ER70S-6 .035 X 33 LB (WIRE BASKET),
TC 70S-6 093WB,ER70S-6 .035 X 33 LB (WIRE BASKET),
TC 70S-6 093WB,ER70S-6 .035 X 33 LB (WIRE BASKET),
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09IT,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09K,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09K,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09K,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09K,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 09K,ER70S-6 .035 X 33 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104IT,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104IT,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 104IT,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 10B,ER70S-6 .035 X 44 LB SPOOL (NON-COPPER COATED),
TC 70S-6 10B,ER70S-6 .035 X 44 LB SPOOL (NON-COPPER COATED),
TC 70S-6 10B,ER70S-6 .035 X 44 LB SPOOL (NON-COPPER COATED),
TC 70S-6 10K,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 10K,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 10K,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 10K,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 10K,ER70S-6 .035 X 44 LB SPOOL,
TC 70S-6 11,ER70S-6 .035 X 60 LB COIL,
TC 70S-6 11,ER70S-6 .035 X 60 LB COIL,
TC 70S-6 120,ER70S-6 .035 X 250 LB PAIL PACK,
TC 70S-6 120,ER70S-6 .035 X 250 LB PAIL PACK,
TC 70S-6 120,ER70S-6 .035 X 250 LB PAIL PACK,
TC 70S-6 120,ER70S-6 .035 X 250 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123,ER70S-6 .035 X 550 LB PAIL PACK,
TC 70S-6 123B,ER70S-6 .035 X 550 LB DRUM (NON-COPPER COATED),
TC 70S-6 123IT,ER70S-6 .035 X 550 LB PAIL PACK (ITALIAN),
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 123K,ER70S-6 .035 X 550 DRUMS,
TC 70S-6 13,ER70S-6 .040 X 11 LB SPOOL,
TC 70S-6 13,ER70S-6 .040 X 11 LB SPOOL,
TC 70S-6 14,ER70S-6 .040 X 30 LB SPOOL,
TC 70S-6 14,ER70S-6 .040 X 30 LB SPOOL,
TC 70S-6 14,ER70S-6 .040 X 30 LB SPOOL,
TC 70S-6 144,ER70S-6 .040 X 44 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 15,ER70S-6 .045 X 2 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 16,ER70S-6 .045 X 11 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 173W,ER70S-6 .045 X 33 LB SPOOL (Neutral Pack),
TC 70S-6 173W,ER70S-6 .045 X 33 LB SPOOL (Neutral Pack),
TC 70S-6 173W,ER70S-6 .045 X 33 LB SPOOL (Neutral Pack),
TC 70S-6 17IT,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17IT,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17IT,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17IT,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17K,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17K,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17K,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 17K,ER70S-6 .045 X 33 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 184IT,ER70S-6 .045 X 44 LB SPOOL (ITALIAN),
TC 70S-6 184IT,ER70S-6 .045 X 44 LB SPOOL (ITALIAN),
TC 70S-6 184IT,ER70S-6 .045 X 44 LB SPOOL (ITALIAN),
TC 70S-6 18B,ER70S-6 .045 X 44 LB (NON-COPPER COATED),
TC 70S-6 18B,ER70S-6 .045 X 44 LB (NON-COPPER COATED),
TC 70S-6 18B,ER70S-6 .045 X 44 LB (NON-COPPER COATED),
TC 70S-6 18B,ER70S-6 .045 X 44 LB (NON-COPPER COATED),
TC 70S-6 18K,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 18K,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 18K,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 18K,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 18K,ER70S-6 .045 X 44 LB SPOOL,
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 19R,ER70S-6 .045 X 60 LB COIL (PLASTIC RIM),
TC 70S-6 220,ER70S-6 .045 X 250 LB DRUM,
TC 70S-6 220,ER70S-6 .045 X 250 LB DRUM,
TC 70S-6 220,ER70S-6 .045 X 250 LB DRUM,
TC 70S-6 220,ER70S-6 .045 X 250 LB DRUM,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 223,ER70S-6 .045 X 550 LB PAIL PACK,
TC 70S-6 2235,ER70S-6 .052 X 11 LB SPOOL,
TC 70S-6 2235,ER70S-6 .052 X 11 LB SPOOL,
TC 70S-6 223IT,ER70S-6 .045 X 550 LB PAIL PACK (ITALIAN),
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 223K,ER70S-6 .045 X 550 DRUM,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 224,ER70S-6 .052 X 44 LB SPOOL,
TC 70S-6 228,ER70S-6 .045 X 800 LB PAIL PACK,
TC 70S-6 229,ER70S-6 .045 X 900 LB PAIL PACK,
TC 70S-6 229,ER70S-6 .045 X 900 LB PAIL PACK,
TC 70S-6 229,ER70S-6 .045 X 900 LB PAIL PACK,
TC 70S-6 229,ER70S-6 .045 X 900 LB PAIL PACK,
TC 70S-6 229,ER70S-6 .045 X 900 LB PAIL PACK,
TC 70S-6 23,ER70S-6 .052 X 550 LB PAIL PACK,
TC 70S-6 23,ER70S-6 .052 X 550 LB PAIL PACK,
TC 70S-6 23,ER70S-6 .052 X 550 LB PAIL PACK,
TC 70S-6 23,ER70S-6 .052 X 550 LB PAIL PACK,
TC 70S-6 233,ER70S-6 .052 X 60 LB COIL,
TC 70S-6 233,ER70S-6 .052 X 60 LB COIL,
TC 70S-6 233,ER70S-6 .052 X 60 LB COIL,
TC 70S-6 233,ER70S-6 .052 X 60 LB COIL,
TC 70S-6 233,ER70S-6 .052 X 60 LB COIL,
TC 70S-6 239,ER70S-6 .052 X 900 LB DRUM,
TC 70S-6 239,ER70S-6 .052 X 900 LB DRUM,
TC 70S-6 239,ER70S-6 .052 X 900 LB DRUM,
TC 70S-6 239,ER70S-6 .052 X 900 LB DRUM,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 24,ER70S-6 1/16 X 44 LB SPOOL,
TC 70S-6 243,ER70S-6 1/16 X 33 LB SPOOL,
TC 70S-6 243,ER70S-6 1/16 X 33 LB SPOOL,
TC 70S-6 243,ER70S-6 1/16 X 33 LB SPOOL,
TC 70S-6 25,ER70S-6 1/16 X 60 LB COIL,
TC 70S-6 25,ER70S-6 1/16 X 60 LB COIL,
TC 70S-6 25,ER70S-6 1/16 X 60 LB COIL,
TC 70S-6 25,ER70S-6 1/16 X 60 LB COIL,
TC 70S-6 26,ER70S-6 1/16 X 550 LB PAIL PACK,
TC 70S-6 26,ER70S-6 1/16 X 550 LB PAIL PACK,
TC 70S-6 27,ER70S-6 3/32 X 55 LB COIL,
TC 70S-6 286,ER70S-6 1/8 X 660 LB DRUM,
TC 70S-6 286,ER70S-6 1/8 X 660 LB DRUM,
TC 70S-6 29,"ER70S-6 1/8 X 2,200 LB COIL",
TC 70S-7 17,ER70S-7 .045 X 33 LB SPOOL,
TC 70S-7 17,ER70S-7 .045 X 33 LB SPOOL,
TC 70S-7 17,ER70S-7 .045 X 33 LB SPOOL,
TC 70S-A1 09,ER70S-A1 .035 X 33 LB SPOOL,
TC 70S-A1 09,ER70S-A1 .035 X 33 LB SPOOL,
TC 70S-A1 17,ER70S-A1 .045 X 33 LB SPOOL,
TC 70S-A1 17,ER70S-A1 .045 X 33 LB SPOOL,
TC 70S-B2L 09,ER70S-B2L .035 X 33 LB SPOOL,
TC 70S-B2L 09,ER70S-B2L .035 X 33 LB SPOOL,
TC 70S-B2L 17,ER70S-B2L .045 X 33 LB SPOOL,
TC 80S-B2 04,ER80S-B2 .030 X 2 LB SPOOL,
TC 80S-B2 04,ER80S-B2 .030 X 2 LB SPOOL,
TC 80S-B2 05,ER80S-B2 .030 X 11 LB SPOOL,
TC 80S-B2 05,ER80S-B2 .030 X 11 LB SPOOL,
TC 80S-B2 05,ER80S-B2 .030 X 11 LB SPOOL,
TC 80S-B2 05,ER80S-B2 .030 X 11 LB SPOOL,
TC 80S-B2 06,ER80S-B2 .030 X 33 LB SPOOL,
TC 80S-B2 06,ER80S-B2 .030 X 33 LB SPOOL,
TC 80S-B2 06,ER80S-B2 .030 X 33 LB SPOOL,
TC 80S-B2 06,ER80S-B2 .030 X 33 LB SPOOL,
TC 80S-B2 07,ER80S-B2 .035 X 2 LB SPOOL,
TC 80S-B2 07,ER80S-B2 .035 X 2 LB SPOOL,
TC 80S-B2 08,ER80S-B2 .035 X 11 LB SPOOL,
TC 80S-B2 08,ER80S-B2 .035 X 11 LB SPOOL,
TC 80S-B2 08,ER80S-B2 .035 X 11 LB SPOOL,
TC 80S-B2 09,ER80S-B2 .035 X 33 LB SPOOL,
TC 80S-B2 09,ER80S-B2 .035 X 33 LB SPOOL,
TC 80S-B2 09,ER80S-B2 .035 X 33 LB SPOOL,
TC 80S-B2 09,ER80S-B2 .035 X 33 LB SPOOL,
TC 80S-B2 15,ER80S-B2 .045 X 2 LB SPOOL,
TC 80S-B2 16,ER80S-B2 .045 X 11 LB SPOOL,
TC 80S-B2 16,ER80S-B2 .045 X 11 LB SPOOL,
TC 80S-B2 16,ER80S-B2 .045 X 11 LB SPOOL,
TC 80S-B2 17,ER80S-B2 .045 X 33 LB SPOOL,
TC 80S-B2 17,ER80S-B2 .045 X 33 LB SPOOL,
TC 80S-B2 17,ER80S-B2 .045 X 33 LB SPOOL,
TC 80S-B2 17,ER80S-B2 .045 X 33 LB SPOOL,
TC 80S-B3L 24,ER80S-B3L 1/16 X 33 LB SPOOL,
TC 80S-B6 07,ER80S-B6 .035 X 2 LB SPOOL,
TC 80S-B6 08,ER80S-B6 .035 X 11 LB SPOOL,
TC 80S-B6 09,ER80S-B6 .035 X 33 LB SPOOL,
TC 80S-B6 09,ER80S-B6 .035 X 33 LB SPOOL,
TC 80S-B6 09,ER80S-B6 .035 X 33 LB SPOOL,
TC 80S-B6 16,ER80S-B6 .045 X 11 LB SPOOL,
TC 80S-B6 17,ER80S-B6 .045 X 33 LB SPOOL,
TC 80S-B6 17,ER80S-B6 .045 X 33 LB SPOOL,
TC 80S-B6 17,ER80S-B6 .045 X 33 LB SPOOL,
TC 80S-B6 17,ER80S-B6 .045 X 33 LB SPOOL,
TC 80S-B6 24,ER80S-B6 1/16 X 25 LB SPOOL,
TC 80S-B8 07,ER80S-B8 .035 X 2 LB SPOOL,
TC 80S-B8 08,ER80S-B8 .035 X 10 LB SPOOL,
TC 80S-B8 08,ER80S-B8 .035 X 10 LB SPOOL,
TC 80S-B8 09,ER80S-B8 .035 X 33 LB SPOOL,
TC 80S-B8 16,ER80S-B8 .045 X 10 LB SPOOL,
TC 80S-B8 17,ER80S-B8 .045 X 33 LB SPOOL,
TC 80S-B8 17,ER80S-B8 .045 X 33 LB SPOOL,
TC 80S-B8 17,ER80S-B8 .045 X 33 LB SPOOL,
TC 80S-B8 17,ER80S-B8 .045 X 33 LB SPOOL,
TC 80S-D2 04,ER80S-D2 .030 X 2 LB SPOOL,
TC 80S-D2 04,ER80S-D2 .030 X 2 LB SPOOL,
TC 80S-D2 05,ER80S-D2 .030 X 11 LB SPOOL,
TC 80S-D2 05,ER80S-D2 .030 X 11 LB SPOOL,
TC 80S-D2 05,ER80S-D2 .030 X 11 LB SPOOL,
TC 80S-D2 05,ER80S-D2 .030 X 11 LB SPOOL,
TC 80S-D2 06,ER80S-D2 .030 X 33 LB SPOOL,
TC 80S-D2 06,ER80S-D2 .030 X 33 LB SPOOL,
TC 80S-D2 06,ER80S-D2 .030 X 33 LB SPOOL,
TC 80S-D2 06,ER80S-D2 .030 X 33 LB SPOOL,
TC 80S-D2 07,ER80S-D2 .035 X 2 LB SPOOL,
TC 80S-D2 07,ER80S-D2 .035 X 2 LB SPOOL,
TC 80S-D2 07,ER80S-D2 .035 X 2 LB SPOOL,
TC 80S-D2 08,ER80S-D2 .035 X 11 LB SPOOL,
TC 80S-D2 08,ER80S-D2 .035 X 11 LB SPOOL,
TC 80S-D2 08,ER80S-D2 .035 X 11 LB SPOOL,
TC 80S-D2 08,ER80S-D2 .035 X 11 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 09,ER80S-D2 .035 X 33 LB SPOOL,
TC 80S-D2 123,ER80S-D2 .035 X 550 LB SPOOL,
TC 80S-D2 15,ER80S-D2 .045 X 2 LB SPOOL,
TC 80S-D2 16,ER80S-D2 .045 X 11 LB SPOOL,
TC 80S-D2 16,ER80S-D2 .045 X 11 LB SPOOL,
TC 80S-D2 16,ER80S-D2 .045 X 11 LB SPOOL,
TC 80S-D2 16,ER80S-D2 .045 X 11 LB SPOOL,
TC 80S-D2 17,ER80S-D2 .045 X 33 LB SPOOL,
TC 80S-D2 17,ER80S-D2 .045 X 33 LB SPOOL,
TC 80S-D2 17,ER80S-D2 .045 X 33 LB SPOOL,
TC 80S-D2 17,ER80S-D2 .045 X 33 LB SPOOL,
TC 80S-D2 17,ER80S-D2 .045 X 33 LB SPOOL,
TC 80S-D2 24,ER80S-D2 1/16 X 33 LB SPOOL,
TC 80S-D2 24,ER80S-D2 1/16 X 33 LB SPOOL,
TC 80S-D2 24,ER80S-D2 1/16 X 33 LB SPOOL,
TC 80S-D2 24,ER80S-D2 1/16 X 33 LB SPOOL,
TC 80S-G 08,ER80S-G .035 X 11 LB SPOOL,
TC 80S-G 08,ER80S-G .035 X 11 LB SPOOL,
TC 80S-G 08,ER80S-G .035 X 11 LB SPOOL,
TC 80S-G 09,ER80S-G .035 X 33 LB SPOOL,
TC 80S-G 09,ER80S-G .035 X 33 LB SPOOL,
TC 80S-G 17,ER80S-G .045 X 33 LB SPOOL,
TC 80S-G 17,ER80S-G .045 X 33 LB SPOOL,
