Inventory ID,Description,Item Group
TT 80S-B2 02,"ER80S-B2 .035 X 36""",
TT 80S-B2 03,"ER80S-B2 .045 X 36""",
TT 80S-B2 03,"ER80S-B2 .045 X 36""",
TT 80S-B2 03,"ER80S-B2 .045 X 36""",
TT 80S-B2 03,"ER80S-B2 .045 X 36""",
TT 80S-B2 04,"ER80S-B2 1/16 X 36"" EMBOSSED",
TT 80S-B2 04,"ER80S-B2 1/16 X 36"" EMBOSSED",
TT 80S-B2 04,"ER80S-B2 1/16 X 36"" EMBOSSED",
TT 80S-B2 04,"ER80S-B2 1/16 X 36"" EMBOSSED",
TT 80S-B2 05,"ER80S-B2 3/32 X 36"" EMBOSSED",
TT 80S-B2 05,"ER80S-B2 3/32 X 36"" EMBOSSED",
TT 80S-B2 05,"ER80S-B2 3/32 X 36"" EMBOSSED",
TT 80S-B2 05,"ER80S-B2 3/32 X 36"" EMBOSSED",
TT 80S-B2 06,"ER80S-B2 1/8 X 36"" EMBOSSED",
TT 80S-B2 06,"ER80S-B2 1/8 X 36"" EMBOSSED",
TT 80S-B2 06,"ER80S-B2 1/8 X 36"" EMBOSSED",
TT 80S-B2 06,"ER80S-B2 1/8 X 36"" EMBOSSED",
TT 80S-B2 07,"ER80S-B2 5/32 X 36"" EMBOSSED",
TT 80S-B2 07,"ER80S-B2 5/32 X 36"" EMBOSSED",
TT 80S-B2 07,"ER80S-B2 5/32 X 36"" EMBOSSED",
TT 80S-B2 07,"ER80S-B2 5/32 X 36"" EMBOSSED",
TT 80S-B3L 04,"ER80S-B3L 1/16 X 36"" EMBOSSED",
TT 80S-B3L 04,"ER80S-B3L 1/16 X 36"" EMBOSSED",
TT 80S-B3L 05,"ER80S-B3L 3/32 X 36"" EMBOSSED",
TT 80S-B3L 05,"ER80S-B3L 3/32 X 36"" EMBOSSED",
TT 80S-B3L 05,"ER80S-B3L 3/32 X 36"" EMBOSSED",
TT 80S-B3L 06,"ER80S-B3L 1/8 X 36"" EMBOSSED",
TT 80S-B3L 06,"ER80S-B3L 1/8 X 36"" EMBOSSED",
TT 80S-B3L 07,"ER80S-B3L 5/32 X 36""",
TT 80S-B6 02,"ER80S-B6 .035 X 36""",
TT 80S-B6 02,"ER80S-B6 .035 X 36""",
TT 80S-B6 02,"ER80S-B6 .035 X 36""",
TT 80S-B6 02,"ER80S-B6 .035 X 36""",
TT 80S-B6 03,"ER80S-B6 .045 X 36""",
TT 80S-B6 03,"ER80S-B6 .045 X 36""",
TT 80S-B6 03,"ER80S-B6 .045 X 36""",
TT 80S-B6 04,"ER80S-B6 1/16 X 36""",
TT 80S-B6 04,"ER80S-B6 1/16 X 36""",
TT 80S-B6 04,"ER80S-B6 1/16 X 36""",
TT 80S-B6 04,"ER80S-B6 1/16 X 36""",
TT 80S-B6 05,"ER80S-B6 3/32 X 36""",
TT 80S-B6 05,"ER80S-B6 3/32 X 36""",
TT 80S-B6 05,"ER80S-B6 3/32 X 36""",
TT 80S-B6 05,"ER80S-B6 3/32 X 36""",
TT 80S-B6 06,"ER80S-B6 1/8 X 36""",
TT 80S-B6 06,"ER80S-B6 1/8 X 36""",
TT 80S-B6 06,"ER80S-B6 1/8 X 36""",
TT 80S-B6 06,"ER80S-B6 1/8 X 36""",
TT 80S-B6 07,"ER80S-B6 5/32 X 36""",
TT 80S-B6 07,"ER80S-B6 5/32 X 36""",
TT 80S-B8 04,"ER80S-B8 1/16 X 36""",
TT 80S-B8 04,"ER80S-B8 1/16 X 36""",
TT 80S-B8 04,"ER80S-B8 1/16 X 36""",
TT 80S-B8 04,"ER80S-B8 1/16 X 36""",
TT 80S-B8 05,"ER80S-B8 3/32 X 36""",
TT 80S-B8 05,"ER80S-B8 3/32 X 36""",
TT 80S-B8 05,"ER80S-B8 3/32 X 36""",
TT 80S-B8 05,"ER80S-B8 3/32 X 36""",
TT 80S-B8 06,"ER80S-B8 1/8 X 36""",
TT 80S-B8 06,"ER80S-B8 1/8 X 36""",
TT 80S-B8 06,"ER80S-B8 1/8 X 36""",
TT 80S-B8 06,"ER80S-B8 1/8 X 36""",
TT 80S-B8 07,"ER80S-B8 5/32 X 36"" EMBOSSED",
TT 80S-B8 07,"ER80S-B8 5/32 X 36"" EMBOSSED",
TT 80S-B8 07,"ER80S-B8 5/32 X 36"" EMBOSSED",
TT 80S-B8 07,"ER80S-B8 5/32 X 36"" EMBOSSED",
TT 80S-D2 001,"ER80S-D2 .025 X 36""",
TT 80S-D2 01,"ER80S-D2 .030 X 36""",
TT 80S-D2 01,"ER80S-D2 .030 X 36""",
TT 80S-D2 01,"ER80S-D2 .030 X 36""",
TT 80S-D2 02,"ER80S-D2 .035 X 36""",
TT 80S-D2 02,"ER80S-D2 .035 X 36""",
TT 80S-D2 02,"ER80S-D2 .035 X 36""",
TT 80S-D2 02,"ER80S-D2 .035 X 36""",
TT 80S-D2 03,"ER80S-D2 .045 X 36""",
TT 80S-D2 03,"ER80S-D2 .045 X 36""",
TT 80S-D2 03,"ER80S-D2 .045 X 36""",
TT 80S-D2 03,"ER80S-D2 .045 X 36""",
TT 80S-D2 03,"ER80S-D2 .045 X 36""",
TT 80S-D2 04,"ER80S-D2 1/16 X 36"" EMBOSSED",
TT 80S-D2 04,"ER80S-D2 1/16 X 36"" EMBOSSED",
TT 80S-D2 04,"ER80S-D2 1/16 X 36"" EMBOSSED",
TT 80S-D2 04,"ER80S-D2 1/16 X 36"" EMBOSSED",
TT 80S-D2 04U,"ER80S-D2 1/16 X 36"" UNMARKED",
TT 80S-D2 04U,"ER80S-D2 1/16 X 36"" UNMARKED",
TT 80S-D2 05,"ER80S-D2 3/32 X 36"" EMBOSSED",
TT 80S-D2 05,"ER80S-D2 3/32 X 36"" EMBOSSED",
TT 80S-D2 05,"ER80S-D2 3/32 X 36"" EMBOSSED",
TT 80S-D2 05,"ER80S-D2 3/32 X 36"" EMBOSSED",
TT 80S-D2 05,"ER80S-D2 3/32 X 36"" EMBOSSED",
TT 80S-D2 06,"ER80S-D2 1/8 X 36"" EMBOSSED",
TT 80S-D2 06,"ER80S-D2 1/8 X 36"" EMBOSSED",
TT 80S-D2 06,"ER80S-D2 1/8 X 36"" EMBOSSED",
TT 80S-D2 06,"ER80S-D2 1/8 X 36"" EMBOSSED",
TT 80S-D2 06,"ER80S-D2 1/8 X 36"" EMBOSSED",
TT 80S-D2 07,"ER80S-D2 5/32 X 36"" EMBOSSED",
TT 80S-D2 07,"ER80S-D2 5/32 X 36"" EMBOSSED",
TT 80S-D2 07,"ER80S-D2 5/32 X 36"" EMBOSSED",
TT 80S-D2 07,"ER80S-D2 5/32 X 36"" EMBOSSED",
TT 80S-D2 08,"ER80S-D2 3/16 X 36""",
TT 80S-D2 08,"ER80S-D2 3/16 X 36""",
TT 80S-G 04,"ER80S-G 1/16 X 36""",
TT 80S-G 04,"ER80S-G 1/16 X 36""",
TT 80S-G 05,"ER80S-G 3/32 X 36"" EMBOSSED",
TT 80S-G 05,"ER80S-G 3/32 X 36"" EMBOSSED",
TT 80S-G 06,"ER80S-G 1/8 X 36"" EMBOSSED",
TT 80S-G 06,"ER80S-G 1/8 X 36"" EMBOSSED",
TT 80S-NI1 02,"ER80S-NI1 .035 X 36""",
TT 80S-NI1 02,"ER80S-NI1 .035 X 36""",
TT 80S-NI1 03,"ER80S-NI1 .045 X 36""",
TT 80S-NI1 03,"ER80S-NI1 .045 X 36""",
TT 80S-NI1 03,"ER80S-NI1 .045 X 36""",
TT 80S-NI1 03,"ER80S-NI1 .045 X 36""",
TT 80S-NI1 04,"ER80S-NI1 1/16 X 36"" EMBOSSED",
TT 80S-NI1 04,"ER80S-NI1 1/16 X 36"" EMBOSSED",
TT 80S-NI1 04,"ER80S-NI1 1/16 X 36"" EMBOSSED",
TT 80S-NI1 04,"ER80S-NI1 1/16 X 36"" EMBOSSED",
TT 80S-NI1 05,"ER80S-NI1 3/32 X 36"" EMBOSSED",
TT 80S-NI1 05,"ER80S-NI1 3/32 X 36"" EMBOSSED",
TT 80S-NI1 05,"ER80S-NI1 3/32 X 36"" EMBOSSED",
TT 80S-NI1 05,"ER80S-NI1 3/32 X 36"" EMBOSSED",
TT 80S-NI1 06,"ER80S-NI1 1/8 X 36"" EMBOSSED",
TT 80S-NI1 06,"ER80S-NI1 1/8 X 36"" EMBOSSED",
TT 80S-NI1 06,"ER80S-NI1 1/8 X 36"" EMBOSSED",
TT 80S-NI1 06,"ER80S-NI1 1/8 X 36"" EMBOSSED",
TT 80S-NI1 06,"ER80S-NI1 1/8 X 36"" EMBOSSED",
TT 80S-NI1 07,"ER80S-NI1 5/32 X 36""ES",
TT 80S-NI1 07,"ER80S-NI1 5/32 X 36""ES",
TT 80S-NI1 07,"ER80S-NI1 5/32 X 36""ES",
TT 80S-NI1 07,"ER80S-NI1 5/32 X 36""ES",
TT 80S-NI1 07,"ER80S-NI1 5/32 X 36""ES",
TT 80S-NI2 02,"ER80S-NI2 .035 X 36""",
TT 80S-NI2 02,"ER80S-NI2 .035 X 36""",
TT 80S-NI2 02,"ER80S-NI2 .035 X 36""",
TT 80S-NI2 03,"ER80S-NI2 .045 X 36""",
TT 80S-NI2 03,"ER80S-NI2 .045 X 36""",
TT 80S-NI2 04,"ER80S-NI2 1/16 X 36""",
TT 80S-NI2 04,"ER80S-NI2 1/16 X 36""",
TT 80S-NI2 04,"ER80S-NI2 1/16 X 36""",
TT 80S-NI2 04,"ER80S-NI2 1/16 X 36""",
TT 80S-NI2 05,"ER80S-NI2 3/32 X 36"" EMBOSSED",
TT 80S-NI2 05,"ER80S-NI2 3/32 X 36"" EMBOSSED",
TT 80S-NI2 05,"ER80S-NI2 3/32 X 36"" EMBOSSED",
TT 80S-NI2 05,"ER80S-NI2 3/32 X 36"" EMBOSSED",
TT 80S-NI2 06,"ER80S-NI2 1/8 X 36"" EMBOSSED",
TT 80S-NI2 06,"ER80S-NI2 1/8 X 36"" EMBOSSED",
TT 80S-NI2 06,"ER80S-NI2 1/8 X 36"" EMBOSSED",
TT 80S-NI2 06,"ER80S-NI2 1/8 X 36"" EMBOSSED",
TT 80S-NI2 06,"ER80S-NI2 1/8 X 36"" EMBOSSED",
TT 80S-NI2 07,"ER80S-NI2 5/32 X 36""",
TT 80S-NI2 07,"ER80S-NI2 5/32 X 36""",
TT 80S-NI2 07,"ER80S-NI2 5/32 X 36""",
TT 80S-NI2 07,"ER80S-NI2 5/32 X 36""",
TT 80S-W 04,"ER80S-W 1/16 X 36""",
TT 80S-W 04,"ER80S-W 1/16 X 36""",
TT 80S-W 04,"ER80S-W 1/16 X 36""",
TT 80S-W 05,"ER80S-W 3/32 X 36"" EMBOSSED (WEATHERING)",
TT 80S-W 05,"ER80S-W 3/32 X 36"" EMBOSSED (WEATHERING)",
TT 80S-W 05,"ER80S-W 3/32 X 36"" EMBOSSED (WEATHERING)",
TT 80S-W 05,"ER80S-W 3/32 X 36"" EMBOSSED (WEATHERING)",
TT 80S-W 06,"ER80S-W 1/8 X 36"" EMBOSSED (WEATHERING)",
TT 80S-W 06,"ER80S-W 1/8 X 36"" EMBOSSED (WEATHERING)",
TT 904L 04,"ER904L 1/16 X 36"" EMBOSSED",
TT 904L 04,"ER904L 1/16 X 36"" EMBOSSED",
TT 904L 05,"ER904L 3/32 X 36"" EMBOSSED",
TT 904L 05,"ER904L 3/32 X 36"" EMBOSSED",
TT 904L 05,"ER904L 3/32 X 36"" EMBOSSED",
TT 904L 05,"ER904L 3/32 X 36"" EMBOSSED",
TT 904L 05,"ER904L 3/32 X 36"" EMBOSSED",
TT 904L 06,"ER904L 1/8 X 36"" EMBOSSED",
TT 904L 06,"ER904L 1/8 X 36"" EMBOSSED",
TT 904L 06,"ER904L 1/8 X 36"" EMBOSSED",
TT 904L 06,"ER904L 1/8 X 36"" EMBOSSED",
TT 904L 07,"ER904L 5/32 X 36"" EMBOSSED",
TT 90S-B3 02,"ER90S-B3 .035 X 36""",
TT 90S-B3 02,"ER90S-B3 .035 X 36""",
TT 90S-B3 03,"ER90S-B3 .045 X 36""",
TT 90S-B3 03,"ER90S-B3 .045 X 36""",
TT 90S-B3 04,"ER90S-B3 1/16 X 36"" EMBOSSED",
TT 90S-B3 04,"ER90S-B3 1/16 X 36"" EMBOSSED",
TT 90S-B3 04,"ER90S-B3 1/16 X 36"" EMBOSSED",
TT 90S-B3 04,"ER90S-B3 1/16 X 36"" EMBOSSED",
TT 90S-B3 05,"ER90S-B3 3/32 X 36"" EMBOSSED",
TT 90S-B3 05,"ER90S-B3 3/32 X 36"" EMBOSSED",
TT 90S-B3 05,"ER90S-B3 3/32 X 36"" EMBOSSED",
TT 90S-B3 05,"ER90S-B3 3/32 X 36"" EMBOSSED",
TT 90S-B3 06,"ER90S-B3 1/8 X 36"" EMBOSSED",
TT 90S-B3 06,"ER90S-B3 1/8 X 36"" EMBOSSED",
TT 90S-B3 06,"ER90S-B3 1/8 X 36"" EMBOSSED",
TT 90S-B3 06,"ER90S-B3 1/8 X 36"" EMBOSSED",
TT 90S-B3 06,"ER90S-B3 1/8 X 36"" EMBOSSED",
TT 90S-B3 07,"ER90S-B3 5/32 X 36"" EMBOSSED",
TT 90S-B3 07,"ER90S-B3 5/32 X 36"" EMBOSSED",
TT 90S-B3 07,"ER90S-B3 5/32 X 36"" EMBOSSED",
TT 90S-B3 07,"ER90S-B3 5/32 X 36"" EMBOSSED",
TT 90S-B9 02,"ER90S-B9 .035 X 36""",
TT 90S-B9 02,"ER90S-B9 .035 X 36""",
TT 90S-B9 03,"ER90S-B9 .045 X 36""",
TT 90S-B9 03,"ER90S-B9 .045 X 36""",
TT 90S-B9 04,"ER90S-B9 1/16 X 36"" EMBOSSED",
TT 90S-B9 04,"ER90S-B9 1/16 X 36"" EMBOSSED",
TT 90S-B9 04,"ER90S-B9 1/16 X 36"" EMBOSSED",
TT 90S-B9 04,"ER90S-B9 1/16 X 36"" EMBOSSED",
TT 90S-B9 05,"ER90S-B9 3/32 X 36"" EMBOSSED",
TT 90S-B9 05,"ER90S-B9 3/32 X 36"" EMBOSSED",
TT 90S-B9 05,"ER90S-B9 3/32 X 36"" EMBOSSED",
TT 90S-B9 05,"ER90S-B9 3/32 X 36"" EMBOSSED",
TT 90S-B9 06,"ER90S-B9 1/8 X 36"" EMBOSSED",
TT 90S-B9 06,"ER90S-B9 1/8 X 36"" EMBOSSED",
TT 90S-B9 06,"ER90S-B9 1/8 X 36"" EMBOSSED",
TT 90S-B9 06,"ER90S-B9 1/8 X 36"" EMBOSSED",
TT 90S-B9 06,"ER90S-B9 1/8 X 36"" EMBOSSED",
TT 90S-B9 06/39,"ER90S-B9 1/8 X 39""",
TT 90S-B9 07,"ER90S-B9 5/32 X 36"" EMBOSSED",
TT 90S-B9 07,"ER90S-B9 5/32 X 36"" EMBOSSED",
TT 90S-B9 07,"ER90S-B9 5/32 X 36"" EMBOSSED",
TT 90S-B9 07,"ER90S-B9 5/32 X 36"" EMBOSSED",
TT308L-SI 00,"ER308L-SI .023 X 36""",
TT308L-SI 00,"ER308L-SI .023 X 36""",
TT308L-SI 00,"ER308L-SI .023 X 36""",
TT308L-SI 01,"ER308L-SI .030 X 36""",
TT308L-SI 01,"ER308L-SI .030 X 36""",
TT308L-SI 02,"ER308L-SI .035 X 36""",
TT308L-SI 02,"ER308L-SI .035 X 36""",
TT308L-SI 02,"ER308L-SI .035 X 36""",
TT308L-SI 02,"ER308L-SI .035 X 36""",
TT308L-SI 03,"ER308L-SI .045 X 36""",
TT308L-SI 03,"ER308L-SI .045 X 36""",
TT308L-SI 03,"ER308L-SI .045 X 36""",
TT308L-SI 03,"ER308L-SI .045 X 36""",
TT308L-SI 04,"ER308L-SI 1/16 X 36"" EMBOSSED",
TT308L-SI 04,"ER308L-SI 1/16 X 36"" EMBOSSED",
TT308L-SI 04,"ER308L-SI 1/16 X 36"" EMBOSSED",
TT308L-SI 04,"ER308L-SI 1/16 X 36"" EMBOSSED",
TT308L-SI 04,"ER308L-SI 1/16 X 36"" EMBOSSED",
TT308L-SI 05,"ER308L-SI 3/32 X 36"" EMBOSSED",
TT308L-SI 05,"ER308L-SI 3/32 X 36"" EMBOSSED",
TT308L-SI 05,"ER308L-SI 3/32 X 36"" EMBOSSED",
TT308L-SI 05,"ER308L-SI 3/32 X 36"" EMBOSSED",
TT308L-SI 06,"ER308L-SI 1/8 X 36"" EMBOSSED",
TT308L-SI 06,"ER308L-SI 1/8 X 36"" EMBOSSED",
TT308L-SI 06,"ER308L-SI 1/8 X 36"" EMBOSSED",
TT308L-SI 06,"ER308L-SI 1/8 X 36"" EMBOSSED",
TT308L-SI 07,"ER308L-SI 5/32 X 36"" EMBOSSED",
TT308L-SI 07,"ER308L-SI 5/32 X 36"" EMBOSSED",
TT308L-SI 07,"ER308L-SI 5/32 X 36"" EMBOSSED",
TT308L-SI 08,"ER308L-SI 3/16 X 36"" EMBOSSED",
TT308L-SI 08,"ER308L-SI 3/16 X 36"" EMBOSSED",
TT309L-SI 01,"ER309L-SI .030 X 36""",
TT309L-SI 01,"ER309L-SI .030 X 36""",
TT309L-SI 02,"ER309L-SI .035 X 36""",
TT309L-SI 02,"ER309L-SI .035 X 36""",
TT309L-SI 02,"ER309L-SI .035 X 36""",
TT309L-SI 02,"ER309L-SI .035 X 36""",
TT309L-SI 03,"ER309L-SI .045 X 36""",
TT309L-SI 03,"ER309L-SI .045 X 36""",
TT309L-SI 03,"ER309L-SI .045 X 36""",
TT309L-SI 03,"ER309L-SI .045 X 36""",
TT309L-SI 04,"ER309L-SI 1/16 X 36"" EMBOSSED",
TT309L-SI 04,"ER309L-SI 1/16 X 36"" EMBOSSED",
TT309L-SI 04,"ER309L-SI 1/16 X 36"" EMBOSSED",
TT309L-SI 04,"ER309L-SI 1/16 X 36"" EMBOSSED",
TT309L-SI 05,"ER309L-SI 3/32 X 36"" EMBOSSED",
TT309L-SI 05,"ER309L-SI 3/32 X 36"" EMBOSSED",
TT309L-SI 05,"ER309L-SI 3/32 X 36"" EMBOSSED",
TT309L-SI 05,"ER309L-SI 3/32 X 36"" EMBOSSED",
TT309L-SI 06,"ER309L-SI 1/8 X 36"" EMBOSSED",
TT309L-SI 06,"ER309L-SI 1/8 X 36"" EMBOSSED",
TT309L-SI 06,"ER309L-SI 1/8 X 36"" EMBOSSED",
TT309L-SI 06,"ER309L-SI 1/8 X 36"" EMBOSSED",
TT309L-SI 07,"ER309L-SI 5/32 X 36"" EMBOSSED",
TT309L-SI 07,"ER309L-SI 5/32 X 36"" EMBOSSED",
TT309L-SI 07,"ER309L-SI 5/32 X 36"" EMBOSSED",
TT309L-SI 07,"ER309L-SI 5/32 X 36"" EMBOSSED",
TT309L-SI 08,"ER309L-SI 3/16 X 36"" EMBOSSED",
TT316L-SI 00,"ER316L-SI .023 X 36""",
TT316L-SI 01,"ER316L-SI .030 X 36""",
TT316L-SI 01,"ER316L-SI .030 X 36""",
TT316L-SI 02,"ER316L-SI .035 X 36""",
TT316L-SI 02,"ER316L-SI .035 X 36""",
TT316L-SI 02,"ER316L-SI .035 X 36""",
TT316L-SI 03,"ER316L-SI .045 X 36""",
TT316L-SI 03,"ER316L-SI .045 X 36""",
TT316L-SI 03,"ER316L-SI .045 X 36""",
TT316L-SI 03,"ER316L-SI .045 X 36""",
TT316L-SI 04,"ER316L-SI 1/16 X 36"" EMBOSSED",
TT316L-SI 04,"ER316L-SI 1/16 X 36"" EMBOSSED",
TT316L-SI 04,"ER316L-SI 1/16 X 36"" EMBOSSED",
TT316L-SI 04,"ER316L-SI 1/16 X 36"" EMBOSSED",
TT316L-SI 04,"ER316L-SI 1/16 X 36"" EMBOSSED",
TT316L-SI 05,"ER316L-SI 3/32 X 36"" EMBOSSED",
TT316L-SI 05,"ER316L-SI 3/32 X 36"" EMBOSSED",
TT316L-SI 05,"ER316L-SI 3/32 X 36"" EMBOSSED",
TT316L-SI 05,"ER316L-SI 3/32 X 36"" EMBOSSED",
TT316L-SI 05,"ER316L-SI 3/32 X 36"" EMBOSSED",
TT316L-SI 06,"ER316L-SI 1/8 X 36"" EMBOSSED",
TT316L-SI 06,"ER316L-SI 1/8 X 36"" EMBOSSED",
TT316L-SI 06,"ER316L-SI 1/8 X 36"" EMBOSSED",
TT316L-SI 06,"ER316L-SI 1/8 X 36"" EMBOSSED",
TT316L-SI 06,"ER316L-SI 1/8 X 36"" EMBOSSED",
TT316L-SI 07,"ER316L-SI 5/32 X 36"" EMBOSSED",
TT316L-SI 07,"ER316L-SI 5/32 X 36"" EMBOSSED",
TT316L-SI 07,"ER316L-SI 5/32 X 36"" EMBOSSED",
TT316L-SI 07,"ER316L-SI 5/32 X 36"" EMBOSSED",
TT316L-SI 08,"ER316L-SI 3/16 X 36"" EMBOSSED",
TT316L-SI 08,"ER316L-SI 3/16 X 36"" EMBOSSED",
TT316L-SI 08,"ER316L-SI 3/16 X 36"" EMBOSSED",
TTU 1% TUNGSTEN 03,"1% THORIATED (EWTH-1) .040 X 7""",
TTU 1% TUNGSTEN 03,"1% THORIATED (EWTH-1) .040 X 7""",
TTU 1% TUNGSTEN 03,"1% THORIATED (EWTH-1) .040 X 7""",
TTU 1% TUNGSTEN 04,"1% THORIATED (EWTH-1) 1/16 X 7""",
TTU 1% TUNGSTEN 04,"1% THORIATED (EWTH-1) 1/16 X 7""",
TTU 1% TUNGSTEN 05,"1% THORIATED (EWTH-1) 3/32 X 7""",
TTU 2% TUNGSTEN 03,"2% THORIATED (EWTH-2) 040 X 7""",
TTU 2% TUNGSTEN 03,"2% THORIATED (EWTH-2) 040 X 7""",
TTU 2% TUNGSTEN 03,"2% THORIATED (EWTH-2) 040 X 7""",
TTU 2% TUNGSTEN 03,"2% THORIATED (EWTH-2) 040 X 7""",
TTU 2% TUNGSTEN 04,"2% THORIATED (EWTH-2) 1/16 X 7""",
TTU 2% TUNGSTEN 04,"2% THORIATED (EWTH-2) 1/16 X 7""",
TTU 2% TUNGSTEN 04,"2% THORIATED (EWTH-2) 1/16 X 7""",
TTU 2% TUNGSTEN 04,"2% THORIATED (EWTH-2) 1/16 X 7""",
TTU 2% TUNGSTEN 04,"2% THORIATED (EWTH-2) 1/16 X 7""",
TTU 2% TUNGSTEN 042,"2% THORIATED (EWTH-2) 2 MM X 7""",
TTU 2% TUNGSTEN 042,"2% THORIATED (EWTH-2) 2 MM X 7""",
TTU 2% TUNGSTEN 042,"2% THORIATED (EWTH-2) 2 MM X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 05,"2% THORIATED (EWTH-2) 3/32 X 7""",
TTU 2% TUNGSTEN 054,"2% THORIATED (EWTH-2) 5/64 X 7""",
TTU 2% TUNGSTEN 054,"2% THORIATED (EWTH-2) 5/64 X 7""",
TTU 2% TUNGSTEN 054,"2% THORIATED (EWTH-2) 5/64 X 7""",
TTU 2% TUNGSTEN 055,"2% THORIATED (EWTH-2) 5/64 X 6""",
TTU 2% TUNGSTEN 055,"2% THORIATED (EWTH-2) 5/64 X 6""",
TTU 2% TUNGSTEN 055,"2% THORIATED (EWTH-2) 5/64 X 6""",
TTU 2% TUNGSTEN 056,"2% THORIATED (EWTH-2) 3/32 X 6""",
TTU 2% TUNGSTEN 056,"2% THORIATED (EWTH-2) 3/32 X 6""",
TTU 2% TUNGSTEN 056,"2% THORIATED (EWTH-2) 3/32 X 6""",
TTU 2% TUNGSTEN 056,"2% THORIATED (EWTH-2) 3/32 X 6""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 06,"2% THORIATED (EWTH-2) 1/8 X 7""",
TTU 2% TUNGSTEN 07,"2% THORIATED (EWTH-2) 5/32 X 7""",
TTU 2% TUNGSTEN 07,"2% THORIATED (EWTH-2) 5/32 X 7""",
TTU 2% TUNGSTEN 07,"2% THORIATED (EWTH-2) 5/32 X 7""",
TTU 2% TUNGSTEN 07,"2% THORIATED (EWTH-2) 5/32 X 7""",
TTU 2% TUNGSTEN 08,"2% THORIATED (EWTH-2) 3/16 X 7""",
TTU 2% TUNGSTEN 08,"2% THORIATED (EWTH-2) 3/16 X 7""",
TTU 2% TUNGSTEN 08,"2% THORIATED (EWTH-2) 3/16 X 7""",
TTU 2% TUNGSTEN 09,"2% THORIATED (EWTH-2) 1/4 X 7""",
TTU 2% TUNGSTEN 09,"2% THORIATED (EWTH-2) 1/4 X 7""",
TTU 2% TUNGSTEN 10,"2% THORIATED (EWTH-2) 5/16 X 7""",
TTU 2% TUNGSTEN 10,"2% THORIATED (EWTH-2) 5/16 X 7""",
TTU 2% TUNGSTEN 10,"2% THORIATED (EWTH-2) 5/16 X 7""",
TTU 3TH 03,"RARE EARTH (EWG) .040 X 7""",
TTU 3TH 03,"RARE EARTH (EWG) .040 X 7""",
TTU 3TH 03,"RARE EARTH (EWG) .040 X 7""",
TTU 3TH 04,"RARE EARTH (EWG) 1/16 X 7""",
TTU 3TH 04,"RARE EARTH (EWG) 1/16 X 7""",
TTU 3TH 04,"RARE EARTH (EWG) 1/16 X 7""",
TTU 3TH 04,"RARE EARTH (EWG) 1/16 X 7""",
TTU 3TH 05,"RARE EARTH (EWG) 3/32 X 7""",
TTU 3TH 05,"RARE EARTH (EWG) 3/32 X 7""",
TTU 3TH 05,"RARE EARTH (EWG) 3/32 X 7""",
TTU 3TH 05,"RARE EARTH (EWG) 3/32 X 7""",
TTU 3TH 06,"RARE EARTH (EWG) 1/8 X 7""",
TTU 3TH 06,"RARE EARTH (EWG) 1/8 X 7""",
TTU 3TH 06,"RARE EARTH (EWG) 1/8 X 7""",
TTU 3TH 06,"RARE EARTH (EWG) 1/8 X 7""",
TTU 3TH 07,"RARE EARTH (EWG) 5/32 X 7""",
TTU 3TH 07,"RARE EARTH (EWG) 5/32 X 7""",
TTU 3TH 07,"RARE EARTH (EWG) 5/32 X 7""",
TTU C/T 03,"2% CERIATED (EWCE-2) .040 X 7""",
TTU C/T 03,"2% CERIATED (EWCE-2) .040 X 7""",
TTU C/T 03,"2% CERIATED (EWCE-2) .040 X 7""",
TTU C/T 04,"2% CERIATED (EWCE-2) 1/16 X 7""",
TTU C/T 04,"2% CERIATED (EWCE-2) 1/16 X 7""",
TTU C/T 04,"2% CERIATED (EWCE-2) 1/16 X 7""",
TTU C/T 04,"2% CERIATED (EWCE-2) 1/16 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 05,"2% CERIATED (EWCE-2) 3/32 X 7""",
TTU C/T 06,"2% CERIATED (EWCE-2) 1/8 X 7""",
TTU C/T 06,"2% CERIATED (EWCE-2) 1/8 X 7""",
TTU C/T 06,"2% CERIATED (EWCE-2) 1/8 X 7""",
